Employee ID,Status,Leave Status,Leave Type,Termination Reason,Compa-Ratio,Last Promotion Years Ago,MUD ID,Email - Work,Position ID,Position,Effective Date for Current Position,Years in Current Position,Business Title,Worker Type,Employee\ CW Type,Is International Assignee,Scheduled Weekly Hours,Default Weekly Hours,FTE %,Work Shift,Company Code,Company,Location,Sub-function,Supervisory Organization,Supervisory Org ID,Region,Cost Center - ID,Cost Center - Name,Cost Center Hierarchy,Job Category,Job Family Group,Job Family,Job Profile,Job Code,End Employment Date,Company Service Date,Original Hire Date,Hire Date,Is Rehire,Continuous Service Date,Years - Continuous Service Date,Months - Continuous Service Date,Contract Start Date,Start Date (Remotely),Date of Move,Clawback End Date,Assignment End Date,Mobility Support Type,Manager's MUD ID,Manager's Employee ID,Worker's Manager,Manager's Business Title,Manager's Supervisory Organisation,Manager's Email,Manager's Country,Manager's Location,Date of Birth,Age,Country of Birth,City of Birth,Home Phones,Payroll ID,Legacy ID,Pay Group,Levels from Top of Organisation (CEO=2),CEO,CEO Business Title,CET,CET Business Title,CET-1,CET-1 Business Title,CET-2,CET-2 Business Title,CET-3,CET-3 Business Title,CET-4,CET-4 Business Title,CET-5,CET-5 Business Title,CET-6,CET-6 Business Title,Management Levels (Benefit Jobs),Car Allowance,Sports Allowance,Transportation Allowance,Full Legal Name,Business Unit,Job Title,Country,Gender,Base Salary,Is Manager,Number of Direct Reports
10987,Active,Not on Leave,,,1.03,4.3,MUD10987,doğanalp.i̇nönü@beko.com,POS-880,sales representative,2024-03-11,4.1,sales representative,Contingent Worker,Regular,False,80.0,45,50,Day,BEKO01,Beko,Gebze,Operations,Sales Org,ORG-183,EMEA,7798,CC-Sales,Global -> EMEA,Professional,Corporate,Sales,sales representative,JC-9-15,,2023-06-25,2023-06-25,2023-06-25,False,2023-06-25,6.7,27,2023-06-25,,,,,,MUD9999,9999,Regional Field Sales Manager,Regional Field Sales Manager,Sales Org,manager@beko.com,Turkey,Istanbul,1996-06-18,30,Türkiye,Lake Örikberg,(908)419 4785,PAY-10987,,Monthly,9,Hakan Bulgurlu,CEO,,,,,,,,,,,,,,,,0,1342,1955,Doğanalp İNönü,Sales,Sales Representative,Turkey,Female,123661,False,0
11000,Terminated,Not on Leave,,Career Development,0.99,2.1,MUD11000,üstün.akçay@beko.com,POS-502,sales representative,2024-03-12,5.0,sales representative,Employee,Regular,True,45.0,45,100,Day,BEKO01,Beko,Sütlüce,Operations,Sales Org,ORG-175,EMEA,4829,CC-Sales,Global -> EMEA,Professional,Corporate,Sales,sales representative,JC-9-32,2026-05-16,2023-04-20,2023-04-20,2023-04-20,False,2023-04-20,0.8,99,2023-04-20,,,,,,MUD9999,9999,Regional Field Sales Manager,Regional Field Sales Manager,Sales Org,manager@beko.com,Turkey,Istanbul,1962-01-12,64,UK,Lake Tüzeerstad,04050892739,PAY-11000,,Monthly,9,Hakan Bulgurlu,CEO,,,,,,,,,,,,,,,,0,1029,2881,Üstün Akçay,Sales,Sales Representative,Turkey,Male,118313,False,0
11012,Terminated,Not on Leave,,Lack of Promotion,1.24,3.1,MUD11012,abuzar.sezgin@beko.com,POS-907,plant director,2022-03-11,3.7,plant director,Contractor,Regular,True,80.0,45,100,Day,BEKO01,Beko,Bolu,Operations,Production Org,ORG-134,EMEA,5427,CC-Production,Global -> EMEA,Professional,Corporate,Production,plant director,JC-5-21,2022-07-16,2021-12-15,2021-12-15,2021-12-15,False,2021-12-15,8.0,100,2021-12-15,,,,,,MUD9999,9999,General Manager,General Manager,Production Org,manager@beko.com,Turkey,Istanbul,1977-03-25,49,Türkiye,New Barsen,+90(596)599-9201x237,PAY-11012,,Monthly,5,Hakan Bulgurlu,CEO,,,,,,,,,,,,,,,,7284,736,1250,Abuzar Sezgin,Production,Plant Director,UK,Male,523258,True,7
11051,Active,Not on Leave,,,0.91,5.0,MUD11051,tuyuğ.mansız@beko.com,POS-339,operational excellence manager,2026-08-21,1.1,operational excellence manager,Contractor,Regular,False,40.0,45,50,Day,BEKO01,Beko,Sütlüce,Operations,Production Org,ORG-143,EMEA,4803,CC-Production,Global -> EMEA,Professional,Corporate,Production,operational excellence manager,JC-7-13,,2026-04-12,2026-04-12,2026-04-12,False,2026-04-12,8.1,12,2026-04-12,,,,,,MUD9999,9999,Manufacturing Excellence & Engineering Head,Manufacturing Excellence & Engineering Head,Production Org,manager@beko.com,Turkey,Istanbul,1991-09-25,34,Turkey,Şafakchester,+90 (948) 9629805,PAY-11051,,Monthly,7,Hakan Bulgurlu,CEO,,,,,,,,,,,,,,,,0,1031,1374,Tuyuğ Mansız,Production,Operational Excellence Manager,Turkey,Male,147644,True,9
11080,Active,Not on Leave,,,0.94,1.6,MUD11080,yıldır.zorlu@beko.com,POS-102,compensation & benefits manager,2018-09-09,1.2,compensation & benefits manager,Contingent Worker,Regular,True,45.0,45,50,Day,BEKO01,Beko,Istanbul,Operations,Human Resources Org,ORG-155,EMEA,3619,CC-Human Resources,Global -> EMEA,Professional,Corporate,Human Resources,compensation & benefits manager,JC-7-11,,2018-04-02,2018-04-02,2018-04-02,False,2018-04-02,4.7,119,2018-04-02,,,,,,MUD9999,9999,HR Director,HR Director,Human Resources Org,manager@beko.com,Turkey,Istanbul,1982-05-07,44,Turkey,East Çolpanfurt,08564614974,PAY-11080,,Monthly,7,Hakan Bulgurlu,CEO,,,,,,,,,,,,,,,,0,880,2165,Yıldır Zorlu,EHS & Administrative Affairs,Compensation & Benefits Manager,USA,Male,153025,True,7
11117,Terminated,Not on Leave,,Lack of Promotion,1.01,3.3,MUD11117,serezli.yüksel@beko.com,POS-815,sales representative,2021-07-10,3.9,sales representative,Contractor,Regular,True,40.0,45,50,Day,BEKO01,Beko,Bolu,Operations,Sales Org,ORG-167,EMEA,7127,CC-Sales,Global -> EMEA,Professional,Corporate,Sales,sales representative,JC-9-74,2022-01-27,2020-12-27,2020-12-27,2020-12-27,False,2020-12-27,8.7,92,2020-12-27,,,,,,MUD9999,9999,Regional Field Sales Manager,Regional Field Sales Manager,Sales Org,manager@beko.com,Turkey,Istanbul,1991-10-24,34,USA,North Demiryürekside,+90(314)391-5114x367,PAY-11117,,Monthly,9,Hakan Bulgurlu,CEO,,,,,,,,,,,,,,,,0,597,2052,Serezli Yüksel,Sales,Sales Representative,Turkey,Female,120961,False,0
11144,Active,Not on Leave,,,1.1,5.0,MUD11144,asliye.i̇hsanoğlu@beko.com,POS-945,operational excellence manager,2018-06-03,1.5,operational excellence manager,Contingent Worker,Regular,False,45.0,45,50,Day,BEKO01,Beko,Istanbul,Operations,Production Org,ORG-100,EMEA,8154,CC-Production,Global -> EMEA,Professional,Corporate,Production,operational excellence manager,JC-7-47,,2018-01-13,2018-01-13,2018-01-13,False,2018-01-13,7.1,4,2018-01-13,,,,,,MUD9999,9999,Manufacturing Excellence & Engineering Head,Manufacturing Excellence & Engineering Head,Production Org,manager@beko.com,Turkey,Istanbul,1997-05-11,29,Turkey,Lake Zinnurestad,+90(809)783-0280x104,PAY-11144,,Monthly,7,Hakan Bulgurlu,CEO,,,,,,,,,,,,,,,,0,1106,1268,Asliye İHsanoğlu,Production,Operational Excellence Manager,Turkey,Male,178774,True,9
11149,Active,On Leave,Annual Leave,,1.08,1.8,MUD11149,rojnu.yıldırım@beko.com,POS-728,senior field sales representative,2021-10-17,3.9,senior field sales representative,Contractor,Regular,False,40.0,45,50,Day,BEKO01,Beko,Istanbul,Operations,Sales Org,ORG-120,EMEA,7517,CC-Sales,Global -> EMEA,Professional,Corporate,Sales,senior field sales representative,JC-8-47,,2021-09-13,2021-09-13,2021-09-13,False,2021-09-13,3.2,23,2021-09-13,,,,,,MUD9999,9999,Regional Sales Manager,Regional Sales Manager,Sales Org,manager@beko.com,Turkey,Istanbul,1969-12-01,56,Turkey,Taciddinmouth,+90(250)842-3242x348,PAY-11149,,Monthly,8,Hakan Bulgurlu,CEO,,,,,,,,,,,,,,,,0,908,2261,Rojnu Yıldırım,Sales,Senior Field Sales Representative,Turkey,Male,155687,False,0
11159,Terminated,Not on Leave,,Lack of Promotion,1.13,3.3,MUD11159,erdibay.duran@beko.com,POS-629,manufacturing excellence & engineering head,2020-07-07,2.5,manufacturing excellence & engineering head,Employee,Regular,False,45.0,45,50,Day,BEKO01,Beko,Bolu,Operations,Production Org,ORG-192,EMEA,5660,CC-Production,Global -> EMEA,Professional,Corporate,Production,manufacturing excellence & engineering head,JC-6-92,2025-05-31,2020-02-20,2020-02-20,2020-02-20,False,2020-02-20,9.4,86,2020-02-20,,,,,,MUD9999,9999,Plant Director,Plant Director,Production Org,manager@beko.com,Turkey,Istanbul,1968-01-14,58,USA,İmrenbury,+90(114)294-3000x375,PAY-11159,,Monthly,6,Hakan Bulgurlu,CEO,,,,,,,,,,,,,,,,0,641,1775,Erdibay Duran,Production,Manufacturing Excellence & Engineering Head,USA,Female,237951,True,10
11181,Active,Not on Leave,,,1.01,5.3,MUD11181,yilmaz.sezer@beko.com,POS-216,sales representative,2019-11-11,3.5,sales representative,Contingent Worker,Regular,True,,45,0,Day,BEKO01,Beko,Çayırova,Operations,Sales Org,ORG-142,EMEA,9074,CC-Sales,Global -> EMEA,Professional,Corporate,Sales,sales representative,JC-9-91,,2019-06-05,2019-06-05,2019-06-05,False,2019-06-05,0.4,11,2019-06-05,,,,,,MUD9999,9999,Regional Field Sales Manager,Regional Field Sales Manager,Sales Org,manager@beko.com,Turkey,Istanbul,1992-10-29,33,Türkiye,North Tutkunton,+90 (016) 2600802,PAY-11181,,Monthly,9,Hakan Bulgurlu,CEO,,,,,,,,,,,,,,,,0,551,2561,Yilmaz Sezer,Sales,Sales Representative,Turkey,Female,120903,False,0
11200,Terminated,Not on Leave,,Lack of Promotion,0.94,3.7,MUD11200,mestur.ülker@beko.com,POS-711,manufacturing excellence & engineering head,2025-04-04,3.8,manufacturing excellence & engineering head,Contingent Worker,Regular,True,45.0,45,50,Day,BEKO01,Beko,Çayırova,Operations,Production Org,ORG-188,EMEA,6524,CC-Production,Global -> EMEA,Professional,Corporate,Production,manufacturing excellence & engineering head,JC-6-78,2026-02-12,2024-11-14,2024-11-14,2024-11-14,False,2024-11-14,8.7,76,2024-11-14,,,,,,MUD9999,9999,Plant Director,Plant Director,Production Org,manager@beko.com,Turkey,Istanbul,1972-09-01,53,UK,West Alcanport,(050)928 4672,PAY-11200,,Monthly,6,Hakan Bulgurlu,CEO,,,,,,,,,,,,,,,,0,1392,2997,Mestur Ülker,Production,Manufacturing Excellence & Engineering Head,UK,Female,196981,True,10
11237,Terminated,Not on Leave,,Career Development,1.03,2.2,MUD11237,nuretdin.güçlü@beko.com,POS-714,sales representative,2020-06-03,4.3,sales representative,Contractor,Regular,True,40.0,45,0,Day,BEKO01,Beko,Istanbul,Operations,Sales Org,ORG-122,EMEA,3750,CC-Sales,Global -> EMEA,Professional,Corporate,Sales,sales representative,JC-9-82,2026-07-29,2020-05-27,2020-05-27,2020-05-27,False,2020-05-27,3.6,1,2020-05-27,,,,,,MUD9999,9999,Regional Field Sales Manager,Regional Field Sales Manager,Sales Org,manager@beko.com,Turkey,Istanbul,1978-11-25,47,USA,Nasbury,+90(619)411-8390x9342,PAY-11237,,Monthly,9,Hakan Bulgurlu,CEO,,,,,,,,,,,,,,,,0,1179,2918,Nuretdin Güçlü,Sales,Sales Representative,USA,Female,123553,False,0
11273,Active,On Leave,Annual Leave,,1.03,3.3,MUD11273,erginel.ülker@beko.com,POS-622,sales representative,2024-09-21,2.0,sales representative,Contractor,Regular,True,80.0,45,100,Day,BEKO01,Beko,Sütlüce,Operations,Sales Org,ORG-197,EMEA,9471,CC-Sales,Global -> EMEA,Professional,Corporate,Sales,sales representative,JC-9-61,,2023-11-19,2023-11-19,2023-11-19,False,2023-11-19,7.2,79,2023-11-19,,,,,,MUD9999,9999,Regional Field Sales Manager,Regional Field Sales Manager,Sales Org,manager@beko.com,Turkey,Istanbul,1984-04-07,42,UK,Karadenizmouth,292 5 822,PAY-11273,,Monthly,9,Hakan Bulgurlu,CEO,,,,,,,,,,,,,,,,0,761,2770,Erginel Ülker,Sales,Sales Representative,UK,Male,123119,False,0
11288,Terminated,Not on Leave,,Relocation,1.03,1.4,MUD11288,uçan.soylu@beko.com,POS-769,supplier quality manager,2024-11-22,2.5,supplier quality manager,Employee,Regular,True,80.0,45,0,Day,BEKO01,Beko,Istanbul,Operations,Procurement Org,ORG-152,EMEA,7593,CC-Procurement,Global -> EMEA,Professional,Corporate,Procurement,supplier quality manager,JC-8-15,2025-04-26,2024-01-19,2024-01-19,2024-01-19,False,2024-01-19,4.7,44,2024-01-19,,,,,,MUD9999,9999,Procurement Director,Procurement Director,Procurement Org,manager@beko.com,Turkey,Istanbul,1975-01-19,51,USA,Port Gülsiye,0136-233 4704,PAY-11288,,Monthly,8,Hakan Bulgurlu,CEO,,,,,,,,,,,,,,,,0,870,2900,Uçan Soylu,Procurement,Supplier Quality Manager,USA,Female,147984,True,10
11341,Active,Not on Leave,,,1.02,5.6,MUD11341,nurullah.durmuş@beko.com,POS-648,sales representative,2022-08-03,4.3,sales representative,Employee,Regular,False,45.0,45,100,Day,BEKO01,Beko,Çayırova,Operations,Sales Org,ORG-193,EMEA,6772,CC-Sales,Global -> EMEA,Professional,Corporate,Sales,sales representative,JC-9-21,,2021-10-23,2021-10-23,2021-10-23,False,2021-10-23,9.0,11,2021-10-23,,,,,,MUD9999,9999,Regional Field Sales Manager,Regional Field Sales Manager,Sales Org,manager@beko.com,Turkey,Istanbul,1980-02-24,46,UK,Şahmettinton,(096)568 8267,PAY-11341,,Monthly,9,Hakan Bulgurlu,CEO,,,,,,,,,,,,,,,,0,984,2449,Nurullah Durmuş,Sales,Sales Representative,USA,Male,122327,False,0
11346,Active,Not on Leave,,,0.95,4.3,MUD11346,doğanşah.arsoy@beko.com,POS-205,maintenance planner,2019-12-31,1.8,maintenance planner,Contractor,Regular,True,,45,50,Day,BEKO01,Beko,Sütlüce,Operations,Production Org,ORG-118,EMEA,5302,CC-Production,Global -> EMEA,Professional,Corporate,Production,maintenance planner,JC-8-95,,2019-05-31,2019-05-31,2019-05-31,False,2019-05-31,7.4,3,2019-05-31,,,,,,MUD9999,9999,Maintenance Manager,Maintenance Manager,Production Org,manager@beko.com,Turkey,Istanbul,1983-08-24,42,Türkiye,East Çamokport,(500)549 0809,PAY-11346,,Monthly,8,Hakan Bulgurlu,CEO,,,,,,,,,,,,,,,,0,512,2745,Doğanşah Arsoy,Production,Maintenance Planner,USA,Female,137036,False,0
11359,Terminated,Not on Leave,,Lack of Promotion,1.0,5.8,MUD11359,cuman.aksu@beko.com,POS-387,assistant e-commerce specialist,2019-11-11,0.7,assistant e-commerce specialist,Contingent Worker,Regular,False,,45,0,Day,BEKO01,Beko,Çayırova,Operations,Sales Org,ORG-156,EMEA,5761,CC-Sales,Global -> EMEA,Professional,Corporate,Sales,assistant e-commerce specialist,JC-9-76,2019-12-11,2019-10-20,2019-10-20,2019-10-20,False,2019-10-20,5.6,119,2019-10-20,,,,,,MUD9999,9999,E-Commerce Specialist,E-Commerce Specialist,Sales Org,manager@beko.com,Turkey,Istanbul,1979-08-07,47,USA,Ertaşport,+90(698)948-4817x0361,PAY-11359,,Monthly,9,Hakan Bulgurlu,CEO,,,,,,,,,,,,,,,,0,1453,1591,Cuman Aksu,Sales,Assistant E-Commerce Specialist,UK,Female,120365,False,0
11362,Active,Not on Leave,,,1.0,2.1,MUD11362,şehreban.seven@beko.com,POS-334,assistant e-commerce specialist,2027-04-07,3.9,assistant e-commerce specialist,Employee,Regular,False,,45,100,Day,BEKO01,Beko,Sütlüce,Operations,Sales Org,ORG-172,EMEA,2784,CC-Sales,Global -> EMEA,Professional,Corporate,Sales,assistant e-commerce specialist,JC-9-71,,2026-06-06,2026-06-06,2026-06-06,False,2026-06-06,5.4,41,2026-06-06,,,,,,MUD9999,9999,E-Commerce Specialist,E-Commerce Specialist,Sales Org,manager@beko.com,Turkey,Istanbul,2005-01-04,21,Turkey,Port Maksurbury,(300)499 9266,PAY-11362,,Monthly,9,Hakan Bulgurlu,CEO,,,,,,,,,,,,,,,,0,1462,1331,Şehreban Seven,Sales,Assistant E-Commerce Specialist,Turkey,Female,120128,False,0
11363,Active,Not on Leave,,,1.03,1.0,MUD11363,vaysal.bilir@beko.com,POS-951,sales representative,2024-04-05,0.8,sales representative,Employee,Regular,True,45.0,45,0,Day,BEKO01,Beko,Istanbul,Operations,Sales Org,ORG-158,EMEA,4856,CC-Sales,Global -> EMEA,Professional,Corporate,Sales,sales representative,JC-9-23,,2023-10-10,2023-10-10,2023-10-10,False,2023-10-10,7.4,51,2023-10-10,,,,,,MUD9999,9999,Regional Field Sales Manager,Regional Field Sales Manager,Sales Org,manager@beko.com,Turkey,Istanbul,1995-01-11,31,Türkiye,Bilirshire,0624-872 3858,PAY-11363,,Monthly,9,Hakan Bulgurlu,CEO,,,,,,,,,,,,,,,,0,989,2326,Vaysal Bilir,Sales,Sales Representative,Turkey,Female,124050,False,0
11364,Active,Not on Leave,,,1.03,5.7,MUD11364,çağa.akdeniz@beko.com,POS-590,sales representative,2020-07-14,4.7,sales representative,Employee,Regular,True,80.0,45,50,Day,BEKO01,Beko,Çayırova,Operations,Sales Org,ORG-184,EMEA,7357,CC-Sales,Global -> EMEA,Professional,Corporate,Sales,sales representative,JC-9-80,,2019-11-16,2019-11-16,2019-11-16,False,2019-11-16,7.7,69,2019-11-16,,,,,,MUD9999,9999,Regional Field Sales Manager,Regional Field Sales Manager,Sales Org,manager@beko.com,Turkey,Istanbul,1992-04-28,34,Türkiye,Ülkerland,0134-931 7967,PAY-11364,,Monthly,9,Hakan Bulgurlu,CEO,,,,,,,,,,,,,,,,0,657,2773,Çağa Akdeniz,Sales,Sales Representative,Turkey,Female,124186,False,0
11379,Active,Not on Leave,,,1.05,5.6,MUD11379,almast.tarhan@beko.com,POS-314,sales representative,2024-03-01,3.8,sales representative,Contingent Worker,Regular,False,40.0,45,50,Day,BEKO01,Beko,Çayırova,Operations,Sales Org,ORG-180,EMEA,7480,CC-Sales,Global -> EMEA,Professional,Corporate,Sales,sales representative,JC-9-51,,2023-09-30,2023-09-30,2023-09-30,False,2023-09-30,5.0,112,2023-09-30,,,,,,MUD9999,9999,Regional Field Sales Manager,Regional Field Sales Manager,Sales Org,manager@beko.com,Turkey,Istanbul,1984-02-08,42,Türkiye,East Pekkanmouth,(510)051 0819,PAY-11379,,Monthly,9,Hakan Bulgurlu,CEO,,,,,,,,,,,,,,,,0,940,2560,Almast Tarhan,Sales,Sales Representative,Turkey,Male,125439,False,0
11383,Active,On Leave,Annual Leave,,1.01,0.6,MUD11383,merim.ertaş@beko.com,POS-852,operational excellence manager,2016-11-22,4.2,operational excellence manager,Employee,Regular,False,40.0,45,0,Day,BEKO01,Beko,Istanbul,Operations,Production Org,ORG-142,EMEA,1450,CC-Production,Global -> EMEA,Professional,Corporate,Production,operational excellence manager,JC-7-22,,2016-08-15,2016-08-15,2016-08-15,False,2016-08-15,5.8,101,2016-08-15,,,,,,MUD9999,9999,Manufacturing Excellence & Engineering Head,Manufacturing Excellence & Engineering Head,Production Org,manager@beko.com,Turkey,Istanbul,1993-07-01,33,Turkey,Şayanville,+90(642)962-8092x411,PAY-11383,,Monthly,7,Hakan Bulgurlu,CEO,,,,,,,,,,,,,,,,0,797,2615,Merim Ertaş,Production,Operational Excellence Manager,Turkey,Female,162834,True,0
11388,Active,On Leave,Annual Leave,,0.96,5.2,MUD11388,erbay.tevetoğlu@beko.com,POS-904,sales representative,2023-06-22,4.1,sales representative,Contingent Worker,Regular,True,,45,50,Day,BEKO01,Beko,Istanbul,Operations,Sales Org,ORG-157,EMEA,9982,CC-Sales,Global -> EMEA,Professional,Corporate,Sales,sales representative,JC-9-38,,2022-08-27,2022-08-27,2022-08-27,False,2022-08-27,3.9,32,2022-08-27,,,,,,MUD9999,9999,Regional Field Sales Manager,Regional Field Sales Manager,Sales Org,manager@beko.com,Turkey,Istanbul,2001-07-04,25,USA,Lake Tanhanmouth,+90(627)451-1608x958,PAY-11388,,Monthly,9,Hakan Bulgurlu,CEO,,,,,,,,,,,,,,,,0,1196,1385,Erbay Tevetoğlu,Sales,Sales Representative,Turkey,Female,115752,False,0
11467,Terminated,Not on Leave,,Career Development,1.02,1.3,MUD11467,lüfen.akgündüz@beko.com,POS-811,sales representative,2026-03-22,3.1,sales representative,Contingent Worker,Regular,False,40.0,45,50,Day,BEKO01,Beko,Gebze,Operations,Sales Org,ORG-188,EMEA,8130,CC-Sales,Global -> EMEA,Professional,Corporate,Sales,sales representative,JC-9-72,2025-08-26,2025-06-25,2025-06-25,2025-06-25,False,2025-06-25,5.2,120,2025-06-25,,,,,,MUD9999,9999,Regional Field Sales Manager,Regional Field Sales Manager,Sales Org,manager@beko.com,Turkey,Istanbul,1971-11-04,54,USA,Hadreymouth,296 5 074,PAY-11467,,Monthly,9,Hakan Bulgurlu,CEO,,,,,,,,,,,,,,,,0,777,2216,Lüfen Akgündüz,Sales,Sales Representative,Turkey,Female,122267,False,0
11475,Active,Not on Leave,,,1.07,5.3,MUD11475,tonguç.bilir@beko.com,POS-716,talent acquisition manager,2024-01-06,2.3,talent acquisition manager,Employee,Regular,False,45.0,45,50,Day,BEKO01,Beko,Gebze,Operations,Human Resources Org,ORG-154,EMEA,9558,CC-Human Resources,Global -> EMEA,Professional,Corporate,Human Resources,talent acquisition manager,JC-7-77,,2023-09-18,2023-09-18,2023-09-18,False,2023-09-18,6.9,5,2023-09-18,,,,,,MUD9999,9999,Talent Acquisition Senior Manager,Talent Acquisition Senior Manager,Human Resources Org,manager@beko.com,Turkey,Istanbul,1990-10-14,35,UK,Nurhayetborough,0288-390 3979,PAY-11475,,Monthly,7,Hakan Bulgurlu,CEO,,,,,,,,,,,,,,,,0,702,2326,Tonguç Bilir,Human Resources,Talent Acquisition Manager,Turkey,Male,173511,True,9
11493,Terminated,Not on Leave,,Relocation,1.04,1.9,MUD11493,hadrey.yılmaz@beko.com,POS-285,sales representative,2021-06-16,0.7,sales representative,Contingent Worker,Regular,False,40.0,45,0,Day,BEKO01,Beko,Istanbul,Operations,Sales Org,ORG-153,EMEA,3151,CC-Sales,Global -> EMEA,Professional,Corporate,Sales,sales representative,JC-9-14,2026-04-05,2020-06-19,2020-06-19,2020-06-19,False,2020-06-19,3.1,70,2020-06-19,,,,,,MUD9999,9999,Regional Field Sales Manager,Regional Field Sales Manager,Sales Org,manager@beko.com,Turkey,Istanbul,1965-09-06,60,USA,North Öryürek,(165)712 1186,PAY-11493,,Monthly,9,Hakan Bulgurlu,CEO,,,,,,,,,,,,,,,,0,1440,2835,Hadrey Yılmaz,Sales,Sales Representative,Turkey,Female,125313,False,0
11561,Terminated,Not on Leave,,Career Development,0.91,2.6,MUD11561,karaca.akdeniz@beko.com,POS-309,lean manager,2021-10-07,3.5,lean manager,Employee,Regular,True,,45,0,Day,BEKO01,Beko,Sütlüce,Operations,Production Org,ORG-170,EMEA,2569,CC-Production,Global -> EMEA,Professional,Corporate,Production,lean manager,JC-7-10,2022-02-19,2021-06-24,2021-06-24,2021-06-24,False,2021-06-24,2.1,120,2021-06-24,,,,,,MUD9999,9999,Manufacturing Excellence & Engineering Head,Manufacturing Excellence & Engineering Head,Production Org,manager@beko.com,Turkey,Istanbul,1988-12-14,37,Türkiye,Türkhaven,+90 (700) 5229184,PAY-11561,,Monthly,7,Hakan Bulgurlu,CEO,,,,,,,,,,,,,,,,0,1298,1571,Karaca Akdeniz,Production,Lean Manager,USA,Female,147120,True,9
11580,Active,On Leave,Annual Leave,,1.05,5.0,MUD11580,erdibay.manço@beko.com,POS-530,sustainability & csr specialist,2021-03-18,3.5,sustainability & csr specialist,Employee,Regular,False,80.0,45,100,Day,BEKO01,Beko,Bolu,Operations,Corporate Communications & Affairs Org,ORG-174,EMEA,4099,CC-Corporate Communications & Affairs,Global -> EMEA,Professional,Corporate,Corporate Communications & Affairs,sustainability & csr specialist,JC-8-36,,2020-05-24,2020-05-24,2020-05-24,False,2020-05-24,6.4,69,2020-05-24,,,,,,MUD9999,9999,Corporate Affairs Manager,Corporate Affairs Manager,Corporate Communications & Affairs Org,manager@beko.com,Turkey,Istanbul,1984-02-23,42,USA,Nezihiton,01387830568,PAY-11580,,Monthly,8,Hakan Bulgurlu,CEO,,,,,,,,,,,,,,,,0,591,2164,Erdibay Manço,Corporate Communications & Affairs,Sustainability & CSR Specialist,Turkey,Female,150917,False,0
11594,Active,Not on Leave,,,1.08,0.7,MUD11594,gökçebalan.yılmaz@beko.com,POS-561,marketing communications specialist,2026-05-08,3.6,marketing communications specialist,Contractor,Regular,False,80.0,45,50,Day,BEKO01,Beko,Istanbul,Operations,Marketing Org,ORG-138,EMEA,1703,CC-Marketing,Global -> EMEA,Professional,Corporate,Marketing,marketing communications specialist,JC-8-29,,2025-08-21,2025-08-21,2025-08-21,False,2025-08-21,2.9,58,2025-08-21,,,,,,MUD9999,9999,Marketing Manager,Marketing Manager,Marketing Org,manager@beko.com,Turkey,Istanbul,2000-05-14,26,UK,New Ferahdibaport,0698-886 6594,PAY-11594,,Monthly,8,Hakan Bulgurlu,CEO,,,,,,,,,,,,,,,,0,531,1221,Gökçebalan Yılmaz,Marketing,Marketing Communications Specialist,USA,Female,155285,False,0
11604,Active,On Leave,Annual Leave,,0.94,2.3,MUD11604,günser.akçay@beko.com,POS-966,automation engineer,2020-11-05,3.4,automation engineer,Contingent Worker,Regular,False,,45,50,Day,BEKO01,Beko,Istanbul,Operations,Production Org,ORG-124,EMEA,1566,CC-Production,Global -> EMEA,Professional,Corporate,Production,automation engineer,JC-8-51,,2020-04-15,2020-04-15,2020-04-15,False,2020-04-15,9.9,23,2020-04-15,,,,,,MUD9999,9999,Manufacturing Excellence & Engineering Head,Manufacturing Excellence & Engineering Head,Production Org,manager@beko.com,Turkey,Istanbul,1976-07-22,50,UK,West Soykutville,351 1 096,PAY-11604,,Monthly,8,Hakan Bulgurlu,CEO,,,,,,,,,,,,,,,,0,700,2673,Günser Akçay,Production,Automation Engineer,UK,Male,135303,False,0
11615,Active,Not on Leave,,,0.99,3.3,MUD11615,kahir.dumanlı@beko.com,POS-520,production planning manager,2018-03-29,3.8,production planning manager,Contingent Worker,Regular,False,,45,100,Day,BEKO01,Beko,Sütlüce,Operations,Supply Chain Org,ORG-129,EMEA,9463,CC-Supply Chain,Global -> EMEA,Professional,Corporate,Supply Chain,production planning manager,JC-7-50,,2017-05-23,2017-05-23,2017-05-23,False,2017-05-23,2.5,99,2017-05-23,,,,,,MUD9999,9999,Supply Chain Director,Supply Chain Director,Supply Chain Org,manager@beko.com,Turkey,Istanbul,1987-08-19,38,Türkiye,Akçaymouth,+90(207)1537842,PAY-11615,,Monthly,7,Hakan Bulgurlu,CEO,,,,,,,,,,,,,,,,0,531,2931,Kahir Dumanlı,Supply Chain,Production Planning Manager,USA,Male,160492,True,2
